League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link,Year
ligue-1,PSG,Dijon,"[""03' Goal_Home - Sarabia P.(Marquinhos)"", ""16' Yellow_Home - Bernat J.(Podcięcie)"", ""74' Goal_Home - Mbappe K.(Draxler J.)"", ""76' Goal_Home - Icardi M.(Mbappe K.)"", ""90+1' Goal_Home - Mbappe K.""]",27,2020-02-29,17:30,4.0,0.0,1.0,0.0,Home,1.12,10.5,23.0,1.12,True,True,True,False,False,False,True,False,6.0,4.0,2.0,70%,30%,23.0,9.0,11.0,3.0,138.0,71.0,62.0,17.0,10.0,6.0,2.0,0.0,4.0,9.0,8.0,0.0,2.0,1.0,,,3.0,7.0,7.0,3.0,1.0,0.0,https://www.flashscore.com/match/44efvTA6/#/match-summary/match-summary,2020
ligue-1,Nimes,Marsylia,"[""05' Goal_Home - Ferhat Z."", ""10' Goal_Away - Benedetto D.(Sarr B.)"", ""14' Yellow_Home - Landre L.(Podcięcie)"", ""36' Goal_Away - Benedetto D.(Payet D.)"", ""69' Goal_Away - Benedetto D."", ""71' Yellow_Away - Gonzalez A.(Przytrzymywanie)"", ""75' Yellow_Away - Payet D.(Niesportowe zachowanie)"", ""75' Yellow_Home - Ferhat Z.(Faul)"", ""78' Yellow_Home - Sarr S.(Podcięcie)"", ""90+1' Goal_Home - Deaux L.(Benrahou Y.)"", ""90+1' Yellow_Away - Mandanda S.(Niesportowe zachowanie)"", ""90+3' Yellow_Home - Paquiez G.(Poza boiskiem)""]",27,2020-02-28,20:45,2.0,3.0,1.0,2.0,Away,3.4,3.35,2.22,2.22,True,True,True,True,False,False,True,False,3.0,4.0,-1.0,48%,52%,16.0,13.0,6.0,4.0,108.0,103.0,60.0,25.0,6.0,6.0,4.0,3.0,16.0,15.0,8.0,9.0,1.0,1.0,,,1.0,4.0,15.0,14.0,4.0,3.0,https://www.flashscore.com/match/YFHBni3Q/#/match-summary/match-summary,2020
ligue-1,PSG,Bordeaux,"[""18' Goal_Away - Hwang Ui-Jo(Basic T.)"", ""25' Goal_Home - Cavani E.(Di Maria A.)"", ""45+1' Goal_Home - Marquinhos(Di Maria A.)"", ""45+2' Yellow_Away - Kwateng E.(Zagranie ręką)"", ""45+5' Goal_Away - Pablo"", ""45+6' Yellow_Home - Cavani E.(Niesportowe zachowanie)"", ""45+6' Yellow_Home - Neymar(Niesportowe zachowanie)"", ""56' Yellow_Home - Gueye I.(Podcięcie)"", ""63' Goal_Home - Marquinhos"", ""64' Yellow_Away - Basic T.(Nadmierna ostrość)"", ""69' Goal_Home - Mbappe K.(Cavani E.)"", ""83' Goal_Away - Pardo R."", ""85' Yellow_Home - Kimpembe P.(Nadmierna ostrość)"", ""89' Var_Home"", ""90+2' Red_Card_Home - Żółta kartka / Neymar(Nadmierna ostrość)""]",26,2020-02-23,21:00,4.0,3.0,2.0,2.0,Home,1.12,10.85,19.5,1.12,True,True,False,False,True,True,False,False,3.0,2.0,1.0,68%,32%,23.0,13.0,9.0,7.0,128.0,79.0,65.0,37.0,8.0,1.0,6.0,5.0,16.0,15.0,10.0,7.0,2.0,1.0,,,4.0,5.0,13.0,15.0,5.0,2.0,https://www.flashscore.com/match/MLw4TBdl/#/match-summary/match-summary,2020
ligue-1,Rennes,Nimes,"[""01' Goal_Away - Roux N.(Ripart R.)"", ""07' Goal_Home - Niang M."", ""53' Red_Card_Away - Nadmierna ostrośćBriancon A.(Nadmierna ostrość)"", ""67' Yellow_Away - Paquiez G.(Podcięcie)"", ""89' Goal_Home - Niang M.(Traore H.)""]",26,2020-02-23,17:00,2.0,1.0,1.0,1.0,Home,1.64,3.85,6.2,1.64,True,False,True,True,False,False,False,False,5.0,3.0,2.0,64%,36%,26.0,9.0,8.0,2.0,141.0,78.0,74.0,30.0,6.0,3.0,12.0,4.0,6.0,13.0,10.0,1.0,1.0,2.0,,,1.0,6.0,11.0,5.0,0.0,1.0,https://www.flashscore.com/match/rVv0Uisr/#/match-summary/match-summary,2020
ligue-1,St. Etienne,Reims,"[""41' Yellow_Home - Kolodziejczak T.(Nadmierna ostrość)"", ""73' Goal_Home - Bouanga D.(Honorat F.)"", ""87' Yellow_Away - Munetsi M.(Podcięcie)"", ""90+3' Goal_Away - Dia B.(Penalty )""]",26,2020-02-23,15:00,1.0,1.0,0.0,0.0,Draw,2.5,2.98,3.35,2.98,False,False,False,False,False,False,False,True,6.0,3.0,3.0,44%,56%,7.0,12.0,4.0,2.0,92.0,123.0,47.0,46.0,0.0,8.0,3.0,2.0,5.0,13.0,8.0,6.0,0.0,1.0,,,1.0,3.0,14.0,5.0,1.0,1.0,https://www.flashscore.com/match/GvN6mXmK/#/match-summary/match-summary,2020
ligue-1,Angers,Montpellier,"[""32' Yellow_Home - Bamba A. K.(Podcięcie)"", ""40' Yellow_Home - Doumbia S.(Przytrzymywanie)"", ""64' Yellow_Home - Pavlovic M.(Podcięcie)"", ""68' Goal_Home - Bahoken S.(Fulgini A.)"", ""81' Yellow_Home - Capelle P.(Nadmierna ostrość)"", ""84' Yellow_Away - Delort A.(Nadmierna ostrość)"", ""90+2' Yellow_Away - Oyongo A.(Faul)""]",26,2020-02-22,20:00,1.0,0.0,0.0,0.0,Home,2.62,3.1,3.1,2.62,False,False,False,False,False,False,False,False,5.0,4.0,1.0,44%,56%,12.0,10.0,8.0,2.0,90.0,140.0,41.0,49.0,3.0,4.0,1.0,4.0,17.0,17.0,6.0,8.0,1.0,1.0,,,2.0,7.0,16.0,16.0,4.0,2.0,https://www.flashscore.com/match/UosCRkR0/#/match-summary/match-summary,2020
ligue-1,Dijon,Monaco,"[""56' Goal_Home - Balde M."", ""79' Goal_Away - Maripan G."", ""90' Yellow_Home - Ecuele B.(Faul)"", ""90+3' Yellow_Home - Jobard S.(Poza boiskiem)""]",26,2020-02-22,20:00,1.0,1.0,0.0,0.0,Draw,3.9,3.82,1.96,3.82,False,False,False,False,False,False,False,False,3.0,5.0,-2.0,43%,57%,12.0,17.0,2.0,6.0,111.0,149.0,56.0,64.0,7.0,5.0,3.0,6.0,14.0,21.0,2.0,3.0,3.0,1.0,,,5.0,1.0,16.0,13.0,1.0,0.0,https://www.flashscore.com/match/OpzLPTeD/#/match-summary/match-summary,2020
ligue-1,Lille,Toulouse,"[""02' Goal_Home - Remy L.(Ikone J.)"", ""24' Yellow_Away - Leya A.(Podcięcie)"", ""39' Goal_Home - Remy L."", ""40' Yellow_Home - Osimhen V.(Podcięcie)"", ""72' Goal_Home - Sanches R.(Osimhen V.)"", ""89' Yellow_Away - Sangare I.(Nadmierna ostrość)"", ""90+1' Yellow_Away - Vainqueur W.(Faul)""]",26,2020-02-22,20:00,3.0,0.0,2.0,0.0,Home,1.34,5.23,10.5,1.34,True,False,True,False,False,False,False,False,4.0,6.0,-2.0,60%,40%,18.0,7.0,9.0,1.0,166.0,70.0,56.0,24.0,5.0,3.0,4.0,3.0,19.0,13.0,5.0,0.0,1.0,0.0,,,1.0,6.0,12.0,20.0,1.0,3.0,https://www.flashscore.com/match/CAWGQ9t7/#/match-summary/match-summary,2020
ligue-1,Strasbourg,Amiens,"[""16' Yellow_Home - Sissoko I.(Podcięcie)"", ""19' Yellow_Away - Opoku N.(Podcięcie)"", ""27' Yellow_Away - Zungu B.(Nadmierna ostrość)"", ""51' Yellow_Away - Chedjou A.(Podcięcie)"", ""53' Yellow_Away - Aleesami H.(Przytrzymywanie)"", ""63' Yellow_Away - Diabate F.(Nadmierna ostrość)"", ""80' Yellow_Away - Monconduit T.(Nadmierna ostrość)"", ""86' Yellow_Home - Simakan M.(Nadmierna ostrość)""]",26,2020-02-22,20:00,0.0,0.0,0.0,0.0,Draw,1.8,3.58,5.2,3.58,False,False,False,False,False,False,False,False,4.0,3.0,1.0,61%,39%,15.0,3.0,3.0,1.0,104.0,95.0,58.0,26.0,9.0,2.0,3.0,0.0,24.0,19.0,5.0,5.0,1.0,1.0,,,1.0,3.0,18.0,23.0,2.0,6.0,https://www.flashscore.com/match/jer8SVBf/#/match-summary/match-summary,2020
ligue-1,Marsylia,Nantes,"[""34' Goal_Away - Limbombe A.(Bamba K.)"", ""39' Goal_Home - Sanson M.(Kamara B.)"", ""44' Yellow_Home - Amavi J.(Podcięcie)"", ""45+1' Yellow_Away - Simon M.(Uderzenie łokciem)"", ""53' Goal_Away - Bamba K.(Louza I.)"", ""61' Yellow_Away - Traore C.(Podcięcie)"", ""64' Yellow_Away - Girotto A.(Nadmierna ostrość)"", ""90+1' Own_Away - Gonzalez A.()""]",26,2020-02-22,17:30,1.0,3.0,1.0,1.0,Away,1.92,3.44,4.55,4.55,True,True,False,False,False,False,False,False,2.0,4.0,-2.0,63%,37%,16.0,8.0,5.0,4.0,132.0,87.0,47.0,29.0,5.0,4.0,6.0,0.0,21.0,16.0,4.0,1.0,1.0,3.0,,,1.0,4.0,15.0,17.0,1.0,3.0,https://www.flashscore.com/match/xlO2lDYD/#/match-summary/match-summary,2020
ligue-1,Metz,Lyon,"[""35' Yellow_Away - Cornet M.(Nadmierna ostrość)"", ""45+6' Yellow_Home - Oukidja A.(Niesportowe zachowanie)"", ""45+7' Goal_Away - Dembele M.(Penalty )"", ""68' Var_Away"", ""82' Red_Card_Home - Niesportowe zachowanieDiallo H.(Niesportowe zachowanie)"", ""87' Yellow_Home - Hognon V.(Poza boiskiem)"", ""90+3' Goal_Away - Aouar H.(Dembele M.)""]",26,2020-02-21,20:45,0.0,2.0,0.0,1.0,Away,4.45,3.55,1.93,1.93,False,False,False,False,False,True,False,True,3.0,5.0,-2.0,46%,54%,7.0,12.0,0.0,6.0,129.0,103.0,38.0,52.0,4.0,4.0,3.0,2.0,15.0,8.0,5.0,4.0,1.0,1.0,,,4.0,0.0,8.0,14.0,1.0,1.0,https://www.flashscore.com/match/OpbTZDJK/#/match-summary/match-summary,2020
ligue-1,Nice,Brest,"[""06' Yellow_Home - Danilo(Przytrzymywanie)"", ""19' Yellow_Home - Herelle C.(Nadmierna ostrość)"", ""23' Goal_Home - Ounas A.(Dolberg K.)"", ""33' Goal_Home - Dolberg K.(Ounas A.)"", ""45' Goal_Away - Grandsir S."", ""53' Own_Away - Dante()"", ""60' Yellow_Home - Nsoki S.(Podcięcie)""]",26,2020-02-21,19:00,2.0,2.0,2.0,2.0,Draw,2.02,3.75,3.7,3.75,True,True,False,False,False,True,False,False,4.0,6.0,-2.0,50%,50%,19.0,9.0,6.0,3.0,137.0,93.0,49.0,34.0,9.0,5.0,4.0,1.0,6.0,8.0,9.0,3.0,1.0,2.0,,,1.0,4.0,7.0,4.0,3.0,0.0,https://www.flashscore.com/match/xl2XYXYQ/#/match-summary/match-summary,2020
ligue-1,Lille,Marsylia,"[""09' Yellow_Away - Caleta-Car D.(Faul)"", ""31' Yellow_Away - Amavi J.(Przytrzymywanie)"", ""35' Yellow_Away - Benedetto D.(Podcięcie)"", ""51' Goal_Home - Osimhen V.(Bamba J.)"", ""60' Penalty_Missed_Away -  Rongier V.()"", ""66' Own_Away - Mandava R.()"", ""69' Goal_Away - Benedetto D.(Germain V.)"", ""90+1' Yellow_Away - Ake M.(Opóźnianie gry)"", ""90+3' Yellow_Away - Strootman K.(Faul)""]",25,2020-02-16,21:00,1.0,2.0,0.0,0.0,Away,2.17,3.07,4.1,4.1,True,False,False,False,False,False,False,False,5.0,2.0,3.0,56%,44%,13.0,5.0,3.0,2.0,122.0,68.0,37.0,29.0,6.0,3.0,4.0,0.0,13.0,20.0,4.0,5.0,5.0,1.0,,,0.0,2.0,16.0,12.0,0.0,5.0,https://www.flashscore.com/match/46dbMfkL/#/match-summary/match-summary,2020
ligue-1,Brest,St. Etienne,"[""02' Yellow_Away - Macon Y.(Nadmierna ostrość)"", ""20' Goal_Home - Lasne P.(Grandsir S.)"", ""38' Goal_Home - Charbonier G.(Perraud R.)"", ""43' Goal_Home - Cardona I.(Charbonier G.)"", ""51' Yellow_Home - Chardonnet B.(Zagranie ręką)"", ""54' Goal_Away - Bouanga D.(Penalty )"", ""55' Yellow_Away - Bouanga D.(Niesportowe zachowanie)"", ""55' Yellow_Home - Larsonneur G.(Niesportowe zachowanie)"", ""69' Goal_Away - Diony L.(Cabaye Y.)"", ""83' Yellow_Away - Cabaye Y.(Podcięcie)""]",25,2020-02-16,17:00,3.0,2.0,3.0,0.0,Home,2.81,3.15,2.8,2.81,True,True,False,False,False,False,False,False,7.0,5.0,2.0,49%,51%,10.0,11.0,3.0,4.0,111.0,148.0,46.0,46.0,5.0,5.0,2.0,2.0,16.0,10.0,0.0,5.0,0.0,5.0,,,2.0,0.0,11.0,11.0,2.0,3.0,https://www.flashscore.com/match/IDxZFhSl/#/match-summary/match-summary,2020
ligue-1,Reims,Rennes,"[""59' Yellow_Home - Cassama M.(Podcięcie)"", ""72' Goal_Home - Toure E. B.(Penalty )"", ""82' Yellow_Away - Raphinha(Podcięcie)""]",25,2020-02-16,17:00,1.0,0.0,0.0,0.0,Home,2.8,2.86,3.05,2.8,False,False,False,False,False,False,False,False,4.0,5.0,-1.0,57%,43%,11.0,4.0,3.0,2.0,108.0,70.0,49.0,19.0,7.0,1.0,1.0,1.0,16.0,14.0,7.0,2.0,0.0,0.0,,,2.0,2.0,14.0,17.0,1.0,1.0,https://www.flashscore.com/match/Yu12LE4R/#/match-summary/match-summary,2020
ligue-1,Lyon,Strasbourg,"[""21' Goal_Home - Traore B.(Cornet M.)"", ""41' Yellow_Home - Traore B.(Podcięcie)"", ""42' Goal_Away - Zohi K.(Majeed W.)"", ""47' Yellow_Away - Kone L.(Podcięcie)"", ""79' Yellow_Home - Aouar H.(Nadmierna ostrość)"", ""90+4' Yellow_Home - Dembele M.(Nadmierna ostrość)""]",25,2020-02-16,15:00,1.0,1.0,1.0,1.0,Draw,1.7,3.75,5.7,3.75,False,False,False,False,False,False,False,False,4.0,4.0,0.0,62%,38%,5.0,7.0,2.0,1.0,129.0,109.0,61.0,23.0,2.0,6.0,1.0,0.0,16.0,18.0,3.0,2.0,1.0,1.0,,,0.0,1.0,17.0,14.0,3.0,1.0,https://www.flashscore.com/match/WGtwFCse/#/match-summary/match-summary,2020
ligue-1,Bordeaux,Dijon,"[""10' Yellow_Away - Ndong D.(Podcięcie)"", ""16' Goal_Away - Chouiar M.(Ndong D.)"", ""35' Goal_Home - Hwang Ui-Jo(Basic T.)"", ""38' Yellow_Home - Benito L.(Podcięcie)"", ""64' Goal_Home - Briand J.(Oudin R.)"", ""72' Goal_Away - Chouiar M.(Ndong D.)""]",25,2020-02-15,20:00,2.0,2.0,1.0,1.0,Draw,1.83,3.45,5.1,3.45,True,True,False,False,False,False,False,False,2.0,4.0,-2.0,67%,33%,11.0,6.0,2.0,3.0,153.0,88.0,50.0,17.0,4.0,1.0,5.0,2.0,11.0,13.0,13.0,1.0,1.0,1.0,,,1.0,0.0,12.0,10.0,1.0,1.0,https://www.flashscore.com/match/UNbPzf4E/#/match-summary/match-summary,2020
ligue-1,Nantes,Metz,"[""57' Yellow_Away - Udol M.(Podcięcie)"", ""84' Red_Card_Away - Boulaya F.(Nadmierna ostrość)""]",25,2020-02-15,20:00,0.0,0.0,0.0,0.0,Draw,1.88,3.35,5.0,3.35,False,False,False,False,False,False,False,False,4.0,2.0,2.0,56%,44%,18.0,7.0,7.0,2.0,147.0,85.0,65.0,38.0,5.0,2.0,6.0,3.0,11.0,14.0,11.0,6.0,0.0,1.0,,,2.0,7.0,14.0,11.0,0.0,1.0,https://www.flashscore.com/match/zkmUGYCr/#/match-summary/match-summary,2020
ligue-1,Nimes,Angers,"[""03' Yellow_Away - Fulgini A.(Podcięcie)"", ""15' Yellow_Away - Ninga C.(Przytrzymywanie)"", ""17' Yellow_Home - Miguel F.(Podcięcie)"", ""76' Red_Card_Away - Ninga C.(Faul)"", ""80' Goal_Home - Kone M.(Sarr S.)""]",25,2020-02-15,20:00,1.0,0.0,0.0,0.0,Home,2.83,3.25,2.7,2.83,False,False,False,False,False,False,False,False,3.0,6.0,-3.0,50%,50%,11.0,10.0,2.0,0.0,117.0,135.0,51.0,48.0,5.0,8.0,4.0,2.0,17.0,10.0,7.0,5.0,2.0,1.0,,,0.0,1.0,7.0,16.0,1.0,2.0,https://www.flashscore.com/match/QFcfNzzF/#/match-summary/match-summary,2020
ligue-1,Toulouse,Nice,"[""12' Goal_Away - Lees Melou P.(Ounas A.)"", ""27' Red_Card_Home - Gabrielsen R.(Przytrzymywanie)"", ""58' Yellow_Home - Gradel M.(Poza boiskiem, Niesportowe zachowanie)"", ""77' Red_Card_Home - Moreira S.(Niesportowe zachowanie)"", ""84' Yellow_Home - Sangare I.(Uderzenie łokciem)"", ""90+1' Penalty_Missed_Home -  Leya A.()"", ""90+5' Goal_Away - Herelle C.(Dolberg K.)""]",25,2020-02-15,20:00,0.0,2.0,0.0,1.0,Away,2.33,3.55,3.1,3.1,False,False,False,True,False,False,False,True,3.0,5.0,-2.0,38%,62%,19.0,14.0,5.0,4.0,96.0,123.0,51.0,49.0,8.0,6.0,6.0,4.0,9.0,13.0,7.0,5.0,2.0,1.0,,,2.0,5.0,14.0,9.0,2.0,0.0,https://www.flashscore.com/match/QwtsEWd1/#/match-summary/match-summary,2020
ligue-1,Amiens,PSG,"[""05' Goal_Home - Guirassy S.(Kakuta G.)"", ""29' Goal_Home - Kakuta G.(Diabate F.)"", ""40' Goal_Home - Diabate F.(Kakuta G.)"", ""45' Goal_Away - Herrera A."", ""49' Yellow_Away - Bakker M.(Nadmierna ostrość)"", ""60' Goal_Away - Nianzou T.(Draxler J.)"", ""65' Goal_Away - Nianzou T.(Di Maria A.)"", ""71' Yellow_Home - Blin A.(Przytrzymywanie)"", ""74' Goal_Away - Icardi M.(Bernat J.)"", ""81' Yellow_Home - Kakuta G.(Niesportowe zachowanie)"", ""90+1' Goal_Home - Guirassy S.(Cornette Q.)"", ""90+3' Yellow_Away - Verratti M.(Podcięcie)"", ""90+3' Yellow_Home - Guirassy S.(Niesportowe zachowanie)""]",25,2020-02-15,17:30,4.0,4.0,3.0,2.0,Draw,6.5,4.95,1.48,4.95,True,True,True,False,False,True,True,False,6.0,8.0,-2.0,30%,70%,11.0,15.0,5.0,10.0,91.0,149.0,31.0,43.0,4.0,3.0,2.0,2.0,10.0,21.0,2.0,6.0,0.0,0.0,,,6.0,1.0,21.0,10.0,3.0,2.0,https://www.flashscore.com/match/jXaLyzk8/#/match-summary/match-summary,2020
ligue-1,Monaco,Montpellier,"[""22' Yellow_Home - Slimani I.(Faul)"", ""52' Goal_Home - Slimani I.(ovin A.)"", ""54' Yellow_Away - Savanier T.(Podcięcie)"", ""86' Yellow_Away - Le Tallec D.(Nadmierna ostrość)""]",25,2020-02-14,20:45,1.0,0.0,0.0,0.0,Home,1.7,4.0,5.2,1.7,False,False,False,False,False,False,False,False,7.0,6.0,1.0,51%,49%,16.0,13.0,2.0,2.0,163.0,107.0,60.0,49.0,11.0,6.0,3.0,5.0,8.0,15.0,2.0,4.0,2.0,0.0,,,2.0,1.0,13.0,8.0,1.0,2.0,https://www.flashscore.com/match/4UvoDjC7/#/match-summary/match-summary,2020
ligue-1,PSG,Lyon,"[""22' Goal_Home - Di Maria A."", ""38' Goal_Home - Mbappe K.(Meunier T.)"", ""45+1' Yellow_Home - Kimpembe P.(Podcięcie)"", ""47' Own_Home - Marcal F.()"", ""52' Goal_Away - Terrier M."", ""59' Goal_Away - Dembele M.(Ekambi K.)"", ""80' Goal_Home - Cavani E.(Di Maria A.)"", ""90' Yellow_Away - Ekambi K.(Nadmierna ostrość)"", ""90+2' Yellow_Away - Marcelo(Nadmierna ostrość)""]",24,2020-02-09,21:00,4.0,2.0,2.0,0.0,Home,1.35,5.8,8.3,1.35,True,True,False,False,False,False,False,False,7.0,6.0,1.0,70%,30%,16.0,7.0,5.0,2.0,133.0,70.0,54.0,20.0,7.0,5.0,4.0,0.0,14.0,15.0,6.0,3.0,4.0,0.0,,,0.0,1.0,11.0,14.0,1.0,2.0,https://www.flashscore.com/match/reOj3Frq/#/match-summary/match-summary,2020
ligue-1,Strasbourg,Reims,"[""45' Yellow_Home - Lienard D.(Faul)"", ""50' Goal_Home - Djiku A.(Mitrovic S.)"", ""67' Yellow_Away - Toure E. B.(Faul)"", ""78' Yellow_Away - Doumbia M.(Niesportowe zachowanie)"", ""82' Goal_Home - Majeed W.(Ajorque L.)"", ""90+3' Goal_Home - Lala K.(Penalty )""]",24,2020-02-09,17:00,3.0,0.0,0.0,0.0,Home,2.16,3.0,4.15,2.16,True,False,False,False,True,False,True,False,4.0,4.0,0.0,49%,51%,12.0,5.0,5.0,0.0,107.0,94.0,41.0,35.0,7.0,5.0,0.0,0.0,11.0,13.0,9.0,8.0,0.0,0.0,,,0.0,2.0,13.0,12.0,1.0,2.0,https://www.flashscore.com/match/xddJLNbA/#/match-summary/match-summary,2020
ligue-1,Montpellier,St. Etienne,"[""16' Yellow_Away - Perrin L.(Podcięcie)"", ""25' Goal_Home - Delort A.(Sambia J.)"", ""41' Red_Card_Home - Sambia J.(Podcięcie)"", ""45' Yellow_Away - FaulFofana W.(Faul)"", ""51' Yellow_Away - Bouanga D.(Podcięcie)"", ""64' Yellow_Home - Ristic M.(Podcięcie)""]",24,2020-02-09,15:00,1.0,0.0,1.0,0.0,Home,2.1,3.15,4.2,2.1,False,False,False,False,False,False,False,False,4.0,5.0,-1.0,43%,57%,8.0,17.0,3.0,5.0,112.0,136.0,38.0,67.0,4.0,11.0,1.0,1.0,14.0,15.0,3.0,6.0,0.0,0.0,,,5.0,2.0,16.0,15.0,1.0,3.0,https://www.flashscore.com/match/IDG30DS1/#/match-summary/match-summary,2020
ligue-1,Amiens,Monaco,"[""09' Goal_Home - Guirassy S.(Otero J.)"", ""42' Yellow_Home - Diabate F.(Faul)"", ""66' Yellow_Away - Silva Ad.(Faul)"", ""70' Yellow_Away - Golovin A.(Symulowanie)"", ""83' Yellow_Away - Jovetic S.(Faul)"", ""85' Goal_Away - Ben Yedder W.(Lecomte B.)"", ""90+2' Goal_Away - Slimani I.(Fabregas C.)""]",24,2020-02-08,20:00,1.0,2.0,1.0,0.0,Away,3.2,3.5,2.32,2.32,True,False,True,False,False,False,False,True,4.0,5.0,-1.0,42%,58%,8.0,12.0,1.0,6.0,127.0,122.0,40.0,56.0,4.0,4.0,3.0,2.0,17.0,16.0,3.0,9.0,1.0,0.0,,,4.0,0.0,14.0,17.0,1.0,3.0,https://www.flashscore.com/match/WG4oPd52/#/match-summary/match-summary,2020
ligue-1,Dijon,Nantes,"[""15' Goal_Home - Mavididi S.(Tavares J.)"", ""20' Goal_Away - Simon M.(Louza I.)"", ""24' Goal_Home - Tavares J.(Mavididi S.)"", ""34' Own_Away - Alphonse M.()"", ""35' Yellow_Away - Prado P.(Faul)"", ""53' Yellow_Home - Alphonse M.(Podcięcie)"", ""71' Yellow_Away - Louza I.(Faul)"", ""77' Yellow_Home - Lautoa W.(Podcięcie)"", ""90' Goal_Home - Mavididi S."", ""90+1' Goal_Away - Girotto A.(Bamba K.)""]",24,2020-02-08,20:00,3.0,3.0,2.0,2.0,Draw,2.72,3.12,2.92,3.12,True,True,True,False,False,False,True,True,2.0,7.0,-5.0,55%,45%,17.0,8.0,4.0,2.0,149.0,116.0,51.0,26.0,5.0,3.0,8.0,3.0,11.0,11.0,9.0,4.0,2.0,0.0,,,0.0,1.0,8.0,11.0,2.0,2.0,https://www.flashscore.com/match/vNHa1gDe/#/match-summary/match-summary,2020
ligue-1,Metz,Bordeaux,"[""02' Goal_Home - Niane I.(Pajot V.)"", ""08' Red_Card_Home - Pajot V.(Podcięcie)"", ""39' Yellow_Home - Maiga H.(Faul)"", ""41' Yellow_Away - Hwang Ui-Jo(Faul)"", ""51' Goal_Away - Basic T."", ""62' Yellow_Away - De Preville N.(Faul)"", ""79' Yellow_Home - Oukidja A.(Niesportowe zachowanie)"", ""84' Goal_Away - Oudin R.(Otavio)""]",24,2020-02-08,20:00,1.0,2.0,1.0,0.0,Away,2.76,3.03,2.95,2.95,True,False,True,False,False,False,False,False,1.0,1.0,0.0,28%,72%,11.0,15.0,4.0,5.0,72.0,143.0,24.0,65.0,5.0,7.0,2.0,3.0,15.0,5.0,5.0,13.0,0.0,4.0,,,3.0,3.0,5.0,11.0,2.0,2.0,https://www.flashscore.com/match/ja0NKsEG/#/match-summary/match-summary,2020
ligue-1,Nice,Nimes,"[""06' Goal_Home - Claude-Maurice A.(Maolida M.)"", ""31' Yellow_Away - Martinez P.(Nadmierna ostrość)"", ""33' Yellow_Home - Nsoki S.(Podcięcie)"", ""43' Goal_Away - Landre L.(Benrahou Y.)"", ""44' Var_Away"", ""49' Red_Card_Home - Boudaoui H.(Podcięcie)"", ""53' Goal_Away - Philippoteaux R."", ""53' Yellow_Home - Danilo(Podcięcie)"", ""65' Yellow_Away - Benrahou Y.(Podcięcie)"", ""65' Yellow_Away - Paquiez G.(Podcięcie)"", ""75' Yellow_Away - Sarr S.(Podcięcie)"", ""90+1' Goal_Away - Kone M.""]",24,2020-02-08,20:00,1.0,3.0,1.0,1.0,Away,2.0,3.65,3.9,3.9,True,True,True,False,False,False,False,True,3.0,4.0,-1.0,59%,41%,6.0,10.0,3.0,5.0,116.0,83.0,39.0,40.0,1.0,3.0,2.0,2.0,14.0,10.0,1.0,7.0,2.0,1.0,,,2.0,2.0,8.0,13.0,2.0,4.0,https://www.flashscore.com/match/fX6EM3q4/#/match-summary/match-summary,2020
ligue-1,Rennes,Brest,"[""23' Yellow_Away - Court Y.(Podcięcie)"", ""46' Yellow_Home - Morel J.(Nadmierna ostrość)"", ""50' Yellow_Away - Chardonnet B.(Niesportowe zachowanie)"", ""50' Yellow_Home - Lea S. J.(Niesportowe zachowanie)"", ""74' Yellow_Away - Autret M.(Nadmierna ostrość)"", ""88' Yellow_Away - Lasne P.(Nadmierna ostrość)""]",24,2020-02-08,20:00,0.0,0.0,0.0,0.0,Draw,1.6,4.1,6.2,4.1,False,False,False,False,False,False,False,False,6.0,5.0,1.0,58%,42%,17.0,8.0,2.0,3.0,137.0,93.0,58.0,34.0,6.0,4.0,9.0,1.0,13.0,10.0,6.0,0.0,2.0,0.0,,,3.0,2.0,7.0,14.0,2.0,4.0,https://www.flashscore.com/match/ri8kOGK8/#/match-summary/match-summary,2020
